publisher,count
Octopi is not a Word,1
"IGP, Promo trade toys LLC",1
West Coast Games Ltd,1
Wooden Shoes Games,1
Madgobbler,1
Ask An Enemy Studios,1
ZaxtorGameS,1
Barbara Karpowicz,1
Mirabolis Studios,1
Mouseless Media,1
ericmbernier,1
Impostor Cat Games,1
Wegame,1
Chengen Zhao,1
Cylinder Studios,1
Blazing Stick,1
REAL Co.Ltd,1
Archetype Studios,1
Hybris Studios,1
Miki Squadron Project,1
"Miki Squadron Project, 幻爵工作室",1
Kestrel Games,1
Marafigogames,1
"Toge Productions, Another Indie",1
Bertalan Zoltán e.v.,1
The Voices Games,1
Absortalent Games,1
AL Games,1
Snowflurry Entertainment,1
Noctecraft Entertainment,1
Statto Software,1
Tio Atum,1
"Wizard Fu, Double Eleven",1
68k Studios,1
LampFire,1
Chocolate Ship Games,1
弘原游戏,1
Catobyte Ltd,1
Gorbachev V.A.,1
Skylands Dev Team,1
Dasewner Games,1
BySamb,1
Jeremy Gable,1
"Flaming Bat Studios, Bareware Studios",1
Jaydeb,1
DTG,1
Hackerguild LLC,1
Flo Knödl,1
DillyFrame,1
Bad Duck Games,1
Mikhail Ramanousk,1
Robert Borghese,1
Sergey Shushunov,1
Gerald David Becker,1
ShenZheng,1
Fenghuang Game（凤凰游戏）,1
Thial,1
Pixelvex LLC,1
Fyn Games,1
"Stw Projects, Ziel Graywords",1
Outlaw Wars,1
Dire Nerd Studios,1
"14 Hours Productions, Materia Collective",1
Not a Prototype games,1
Left Flank Games,1
As-key,1
Chromosphere Games,1
Asymptotic Games,1
Asymmetric,1
FKgames,1
Scraping Bottom Games,1
ThoseBros Entertainment,1
VAnight,1
Space Pupper Games,1
Guy Bits Games,1
"Massive Catapult Creative, Inc.",1
DigiFeather,1
alexnown,1
MAILPlus s.r.o.,1
Tomi Syväjärvi,1
IteraLabs,1
Besedka,1
Parrot King Games,1
MT Worlds,1
Igor Litvinsky,1
Fedora Collective,1
Deydrihm,1
Above and Beyond Technologies,1
Lushboy Studios,1
HyperDevbox,1
"Shandong Jerei Digital Technology Co.,LTD.",1
Outlier Interactive,1
HexWar Games Ltd,1
In Vitro Games,1
Wouter van Oortmerssen,1
Roadfactory,1
TDZ Games,1
Ameet Sharma,1
Gravity Whale Games,1
Glyph Worlds,1
Cryobolt Interactive,1
New Atlantis Games,1
Hitbear Studio,1
GHSSJ,1
Sergey Domashenkin,1
Overidon Omnimedia,1
Burak Yücel,1
iwangr,1
GE Games,1
Studio Nightpager,1
Skip32,1
ULTRA ULTRA,1
Petri Devs,1
Peter Fuleki,1
Danil Kapylov,1
Open Mid Interactive,1
Aleksandr Soldatov,1
Volker Elzner,1
Light Media Games,1
PartTimeIndie,1
Crian Soft S.A.,1
bu2 studio,1
Glass Isle Entertainment,1
LoopGames,1
HuBiao,1
BrashMonkey LLC,1
pulsartronic,1
Alexandr Versebeliuc,1
PCAndVR,1
16 Swans,1
Teveru,1
Patrick Scott,1
Jonathan Grey,1
Sleepy Spider Studios,1
Phantom Compass,1
Heartfelt Games LLC,1
Future Games Select,1
InterSol OOO,1
Clockwork Acorn,1
Skeleton Crew Studios,1
Alyssium,1
"Masondogg Studios, LLC.",1
Victorian Clambake,1
sebagamesdev,1
Tristan Begin,1
ManBeardGames,1
Red Unit Studios,1
Hohng LLC,1
slizer88,1
Damien Sueur,1
etaxoft,1
Joel Kivelä,1
NASPAPA GAMES,1
Dexmes,1
Voltornas Games,1
Pirates Of Love,1
"Tizona Interactive, Zerouno Games",1
Ceylon Entertainment,1
Phoenix Interactive Studio,1
Drink7 Studios,1
3DClouds.it,1
JimJamsGames,1
Mantis Games,1
RBIOKuriboh,1
Horse Beverages,1
Knossos Software,1
Nuclear Fishin' Software,1
Tiny Pixel,1
Loresoft,1
Two Mammoths,1
Catness Game Studios,1
Alien Octopus Studio,1
Lonely Dev,1
Lightspyre Tales,1
"BLACK LODGE GAMES, LLC",1
GGHF,1
The Dashing Crate,1
Hatfuls Games,1
"Lozange Lab, WhisperGames",1
Lack of Luck Productions,1
No Moss Studios,1
"Paris Stalker, ALL iN",1
Crunchy Leaf Games,1
Blue Booth Studios,1
Epic Tavern Holdings,1
Wako Factory,1
Bytesprite,1
Igor Rashkuev,1
Tyler Pomplon,1
12 East Games,1
MONKEY WRENCH STUDIO INC.,1
Ediogames,1
Big Red Planet,1
Choose Multiple LLC,1
"CAPCOM CO., LTD",1
Lofty Sky Entertainment Inc.,1
Lucascubestudios,1
PlayColorfulGames,1
mangamengine,1
Bionic Pony,1
"Dragon Foundry, Hashbang Games",1
Super Strong Games,1
DONTNOD ELEVEN,1
James Roll,1
"XINESS Co., ltd.",1
Bogdan,1
Corpix Games,1
"Tozai Games, Inc.",1
megaeggz,1
Wraith Studio,1
SiBear Games,1
RobotKSR,1
Budgie Games,1
Renaissance Game Studio,1
chaosikaros,1
intertum,1
Vashta Entertainment,1
Thick &amp; Thin,1
Overgroup,1
fase3,1
vaniloput games,1
Tbjbu2,1
Impact Gameworks,1
Newmark Software,1
Chronobit Studios,1
Brian O'Keefe,1
Creaky Lantern Games,1
Hariharan S,1
Aggressive Combustion,1
Alexandr Shvab,1
Prideful Sloth,1
Gamechuck,1
71Games,1
TSL,1
Chao's Playmate,1
PilotLumpa Gaming,1
Grotta Game Studio,1
Battle Blockyverse Studios,1
いくちおすてご,1
Ascanio Entertainment,1
Crankage Games,1
Pedro Castro Menezes,1
forever8pus,1
RoboDev,1
Team Neetbytes,1
"Player Of Music Technology Co.,Ltd",1
Black Smerch,1
dragon1up studios,1
MissingNo Studio,1
Alexander Spillman,1
themorfeus,1
Klassen Games,1
KWL Productions,1
"Move Games. Co., LTD",1
Lunacy Interactive,1
Furiously Inactive Games,1
Mark Hagan,1
Pony,1
Spiderwork Games,1
Gal Hajaj,1
Primary cells studio,1
Brandon Dominguez,1
Zen Relay Games,1
Candycane Games,1
"Parsec Productions, LLC",1
Time Robbers,1
Haunted Bees Productions,1
Influx Interactive,1
Huw Millward,1
Curious Dimensions Ltd,1
BRAINEART,1
Contec Games,1
INDIE PLAY,1
zachs123456,1
CraftsmanGames,1
Flying Kiwi,1
James Petty,1
thebrokenhorn,1
Robot Circus,1
Bitporters LTD.,1
CJH Labs,1
Temple Gates Games,1
Emerald Interactive Games,1
Shangri-La Game Studios Ltd,1
Aleksandar Dakic,1
Unikware,1
Medis Media,1
deeparrowstudio,1
Edo Create,1
Polyart Inc.,1
"nanos GbR, Square Enix",1
Babalus123,1
Fedorov Ilya &amp; Andrew Konovalov,1
Hallid Games,1
Seize Studios,1
TeePee Studios,1
Joint Ventures,1
14 Dimension Enterprise,1
Crystalline Green Ltd.,1
Inexplicable Games,1
LSTGames,1
Jonathan Holmes (crait),1
ZoR Dev,1
Joseph Calabro,1
Tom Kingston,1
Upercon Studio,1
圆点游戏,1
QEGAME,1
"Urvogel Games, LLC",1
IceSimba,1
spdr870,1
disco.zone,1
Mighty Pebble Games Inc,1
Nyan_Fort,1
VRotein,1
JimJams Games,1
Aves Games,1
Dark Duo Games,1
Stray RamBling,1
ExperaGameStudio,1
Silver Moon Internet,1
Microïds Indie,1
One Dave Software,1
Brave Little Studios,1
FrozenPepper S.R.L.,1
YourFunWorld Studios,1
Berdochan,1
Golden Era Games,1
SeekSick6,1
Street Lamp Games,1
Sorcererstudios,1
PodShoh Studio,1
"Lava Flow Games, LLC",1
No Moon,1
Frog the Door Games,1
ZHANGKAI,1
313 Studios,1
Hyeson,1
Viny Game Studios,1
Skydance Interactive,1
"FranticDreamer, SpoNk",1
Airborne Games,1
Yaka,1
Mediatonic,1
Iblackpen,1
G. A. Williams,1
DreamPunks,1
Ilya Gorodetskov,1
Falco Software,1
Corey Wurts,1
Nilem Studio,1
Michael Squirrel,1
"Juan Gabriel Gomila, Benjamin Miró",1
Urban_People,1
Muro Studios,1
Henri Osbourne,1
Jello Godfri,1
Somber Dawn Studios,1
Minibrute Games,1
Flight Systems,1
Game Grumps,1
He Wenjie,1
Man-Eater Games,1
"Polina Alekseevna, EHTechnology",1
Larkon Studio,1
Koodilab,1
Monomi Park,1
"Enlight Software Limited , Retroism",1
Team Colorblind,1
UltimaCJ Productions,1
Plexus team,1
Qor Concept Entertainment Inc.,1
Domus ludus,1
Tyler Paulley,1
Mechanical Boss,1
Spytihněv,1
QUICKTEQUILA,1
Lukayson,1
Hampus Bankler,1
Use Your Head - Games,1
Coven Games,1
Desktop Gaming,1
Travis Miller,1
Unnyhog,1
Canuck Play Inc.,1
TAS Systems,1
Zetsubou,1
Completely Fair Games LLC,1
Slumlord Industries,1
Gunia Studios,1
Matouš Lörinc,1
PPofGG,1
City Quests Media UK,1
Moim,1
Binary Souls,1
"Defend the Cake, LLC",1
Holistic Games,1
Pohjoinen Pelinkehitys ry,1
Circumlocutory Games,1
Ynor,1
"U-Play Online, Raiser Games",1
Bambastic Games,1
Beyond Play Limited,1
"radio, indienova",1
Hako Games,1
Ryan Andrew,1
Michael Burns,1
Charlie's Games,1
Hcor3,1
Albatross Wirehead,1
WTao,1
AeroSoft GmbH,1
Tanukitsune,1
Hedgehog Game Studios,1
Simgames.ch,1
Steel Fox,1
Archbears,1
ExtinctionArts,1
Digilie Studio s.n.c.,1
CJWorks,1
SacriFACE Studio,1
Pixel Reign,1
Northplay,1
"Callipygian Games, LLC",1
Kibosso Media,1
Ryan Carlos,1
Zkolibre Studio,1
Zworkshop,1
Sortasoft LLC,1
Nicholas Hiller,1
Jan Company,1
DaTigerGame,1
Flat Voxel,1
Speedy,1
Hikati Games LLC,1
"Chongqing Shangshixuan Technology Co., Ltd.,",1
SolarLune Games,1
Magic and Mirrors,1
AutoAttack Games,1
"Evgeny Apel, Pavel Rodionov, Ivan Ilchenko",1
Los Exaltados,1
Game e Arte,1
TheGoldenEyed,1
Collector_collector,1
Silhouette Wolf,1
Exploding Tuba Studios,1
Industry Games,1
Wurrad,1
Unreal Software,1
APPLEMINT,1
Outright Games,1
The Most,1
BoxFrog Games,1
Warner Bros. Interactive,1
RDavis,1
Vladimir Alekseev,1
Enrick Lambert,1
Koloss Kolektiv,1
Solomakha  Taras,1
Ludo Land,1
上海永乐数码科技股份有限公司,1
Born in 1978,1
Stefan Fleischer,1
Pandamonium Games Design,1
Cole Fusion Studios,1
foreverloops GmbH,1
Blindside Interactive,1
"Acme Nerd Games, LLC",1
Kozinaka,1
Aweswan studios,1
Aghayeva and Ko s.r.o.,1
Random developers,1
"SONNORI Corp, PQube Limited",1
Big Blue Bubble,1
Nerd Owl Studios,1
Nowhere Town,1
inbetweengames,1
20letpast,1
Steven Mildenhall,1
Loophole Interactive,1
ninjadodogames,1
Epic Banana Games LLC,1
M.J.H.X. Studio,1
"Royal9Games, RoyalJL",1
JaudaLabs,1
Endrit Special Poductions,1
Bryan Baumeister,1
Generic Game Studios LLC,1
Luminark,1
David Ruland,1
DigiMight,1
"Ryu Productions Co., Ltd",1
Hexagons Studio,1
Latent Studios,1
Invisible Man,1
Studio Forge Ltd,1
The Game Bakery,1
Night Apparatus,1
Pjural,1
Classic Game Software,1
Old Keyboard,1
"Future Tech Lab Co.,Ltd.",1
Vitalii Holiev,1
Darkmon283,1
Kolapo Oni,1
Rosalila,1
Harry Gill,1
pixel.lu,1
BadCat Studios,1
Mwester Studios,1
"Tetabester, Inca Games",1
unbeGames,1
Kaan Bukusoglu,1
Gunschlinger,1
DS,1
Eross Video Games,1
abdullah aldosari,1
Vertexity Studio,1
S.A. DigiWorks,1
BUNIAKRA GAMES,1
ijal Studio,1
ARES Inc.,1
Novus Res,1
gillenew,1
Atom Republic,1
Cristi Militaru,1
Nalu Zou,1
Bumfuzzled Gibbons,1
NitorInc. Collab,1
Enter Name Here,1
"Dialsoft, ASP",1
Indiespy,1
WATERPHOENIX.Inc,1
Codrer,1
Michael Hobbs,1
Play365,1
Caliburn Studio,1
Ward Mahadin,1
2Dog Games,1
ACID,1
Bob Games,1
Andreas Ammer,1
Burgee Games,1
Appliks Apps Studios,1
Phantom Pine Studios,1
oivind edvardsen,1
Aditon Inc,1
Robin Hänni,1
Nezon Production,1
Aleksandar Kuzmanovic Games,1
Lemon Jam Studio,1
Bloom Digital Media,1
Kevin Paek,1
Rosyaev,1
Awesome Industries,1
Tomislav Kadežabek,1
Noble Fox Games,1
Ruffian Games,1
Correcture Games AB,1
Frozen Rose,1
Supa Serious,1
Nemeton Singularity Simulations,1
BoomBox,1
Onuralp Kanatsız,1
HorngYeuan Digital,1
Dranya Studio,1
Team8 Studio,1
Blue Gate,1
Boozer Game Studios,1
PyrofrogStudos,1
U24 Solutions,1
eugeniy_kh,1
"Making Fun, Inc.",1
Mattrified Games,1
Diablohead,1
Team Train Frontier,1
"Pujia8 Studio, Gamera Game",1
Frostbullet,1
Salus Games,1
"Linden Research, Inc.",1
Pig Ignorant Entertainment,1
Sinergia Studios,1
Prootgames,1
SOFTSTAR TECHNOLOGY BEIJINGCOLTD,1
Templarius Studios,1
Monocool Interactive,1
Ouch Giver Games,1
GamerzDan,1
Ghostbutter,1
LEVER Software,1
Tom-Erik Nielsen,1
Evgeniy Psarev,1
Tomas Lif,1
Titanium Game Studios,1
Millenway,1
Vector 7,1
ZO Studio Games,1
Bazitov Mikhail,1
Coty Getzelman,1
Fasold Games,1
Waldemar Umaniz,1
Wahler Digital,1
Far-off Daydream Games,1
After Death Team,1
GMGame,1
Emil Varez,1
Goddard Games,1
Green Mesa Ltd,1
Gopherwood Studios LLC,1
KEA Games,1
BloodyStation,1
Supine,1
Studio F#,1
FeatherFan,1
Dunfan Lu,1
Alex's Granny,1
x86-Games,1
绿叶工作室,1
XiaoLongBao Games,1
Formsmatter,1
Dark Nebulae,1
Devin Eastmond,1
Absent Moon Studios,1
YIMING ZHANG,1
Formslingers,1
10ft Games,1
Paper Castle Games,1
Capricorn 76 Pty Ltd,1
Naiadgames,1
"Fatbot Games, s. r. o.",1
Hibernian Workshop,1
"Atari, Inc.",1
Upturn Games,1
Khan,1
EQ Studios,1
5d Games GmbH,1
"Asmodee Digital, Days of Wonder",1
Lab-mobil,1
"Loud King Studios, LLC",1
Bad Panda Games,1
Monster Couch,1
Silentplaygames,1
"Luetso, LLC",1
Toni Domínguez,1
"Devolver Digital, Laced Records",1
Yo252yo,1
Teletower Studios,1
Mike Laraman,1
Infinity Arc Studios,1
Apoapsis Studios,1
DCF Studios,1
Amplecti Chao,1
SmileBag Productions,1
A and F studios,1
Mindtrick,1
Palomino Studio,1
TChapman500,1
Christopher Howard,1
"Mad Mimic, Chorus Worldwide",1
Team OctoPoodle,1
ProtoMasons.com,1
Sinister Cyclops Game Studio,1
Bernard Bell,1
CLO Virtual Fashion,1
Software Geezers,1
Ducat,1
MING-CHIEN LEE,1
Superstruct,1
Scrap Games,1
Sombrero Way Studio,1
GIANTY Inc.,1
DysTop,1
Dreamcatcher Studio,1
Grip Top Games,1
Layton Hawkes,1
ZezoGame,1
Arcade Injection,1
Jan Ostermann,1
Titan Deep Space Company,1
Hemball Studios,1
"FrozenCrate, LLC",1
Derpy Dinos,1
Bearded Giant Games,1
"Handle Consolidated, LLC.",1
"Riposte Games &amp; Co, Inc",1
Causa Creations,1
The Sherrinford,1
"Knightmare Games, Limited",1
Cote Brothers,1
The Drone Racing League,1
Stevemata,1
Project Purity Team,1
Triple rush games,1
"Look At My Game, Plug In Digital",1
Ludos Multimedia,1
Jumpsky.co,1
tensixfour Digital,1
Fold Up Studios,1
Best Friend Games,1
Jeff Apostolos,1
AWS,1
MNB,1
Errigar Games,1
Astralax,1
Drew Wallace,1
Red Line Games,1
Timuz Games,1
Ilex Games,1
Ionel Zeveleanu,1
Nicholas Fisher,1
Shadow Blade Productions,1
Frolov Pavel,1
Neuronality,1
Cobalt Flow Studios,1
Pixel Cream,1
EmberSparkz,1
GrowFall Studios,1
Stephen Wu,1
"Play Way S.A., Ultimate Games S.A.",1
Spike Productions,1
bad monkee,1
GamesStarter,1
"Charles University, Czech Academy of Sciences",1
SandorHQ,1
Hakki Ozturk,1
Manufacture 43,1
StudioBACKSTAGE,1
Moonray Studios,1
Ozapell,1
Hannes Delbeke,1
EGCL,1
Chronik Spartan,1
2ForallGames,1
Extreme Developers,1
"Hot Seat, Ltd",1
Auburn Sounds,1
Amkonius Games,1
CurriculaWorks,1
Colorspace Studio,1
Fusion.Robot &amp; Co,1
Nela System,1
bakno Games,1
Viistopro,1
"Snarky Ant, LLC",1
张公子,1
Fireballed Studio,1
Crabellum Games,1
MGP,1
Chubiri,1
O'Stinky lab.,1
Attila D.,1
BlackNoiseStudio,1
Xform,1
Bumpy Trail Games,1
Gustav,1
armogames,1
Patyuk Sergey,1
Facundo Balboa,1
Dovetail Games - Flight Sim World,1
Rockywood Studios,1
Omniconnection,1
Hojo Studio,1
PuzzleRoo,1
Birdshark! Games,1
Cybergrotex,1
MB² Entertainment,1
Back Of Nowhere Studios,1
Fourfold Games,1
Atomic Wolf,1
Bidoniera Games,1
